src_type,src_id,dst_type,dst_id,edge_kind,amount_paise
payment,EV10_P1,ledger_entry,L_00111,POSTED_AS,1400000
payment,EV10_P1,ledger_entry,L_00112,POSTED_AS,1400000
payment,EV10_P1,ledger_entry,L_00113,POSTED_AS,1366960
payment,EV10_P1,ledger_entry,L_00114,POSTED_AS,28000
payment,EV10_P1,ledger_entry,L_00115,POSTED_AS,5040
payment,EV10_P1,ledger_entry,L_00116,POSTED_AS,1400000
payment,EV10_P1,settlement_item,SI_0021,SETTLED_AS,1400000
payment,EV10_P1,transfer,TRF_0013,TRANSFERRED_BY,862400
payment,EV10_P1,transfer,TRF_0014,TRANSFERRED_BY,238000
payment,EV11_P1,seller_allocation,ALLOC_0015,ALLOCATED_TO,540000
payment,EV11_P1,ledger_entry,L_00117,POSTED_AS,900000
payment,EV11_P1,ledger_entry,L_00118,POSTED_AS,900000
payment,EV11_P1,ledger_entry,L_00119,POSTED_AS,878760
payment,EV11_P1,ledger_entry,L_00120,POSTED_AS,18000
payment,EV11_P1,ledger_entry,L_00121,POSTED_AS,3240
payment,EV11_P1,ledger_entry,L_00122,POSTED_AS,900000
payment,EV11_P1,settlement_item,SI_0022,SETTLED_AS,900000
payment,EV11_P1,transfer,TRF_0015,TRANSFERRED_BY,496800
payment,EV11_P2,seller_allocation,ALLOC_0016,ALLOCATED_TO,510000
payment,EV11_P2,ledger_entry,L_00123,POSTED_AS,600000
payment,EV11_P2,ledger_entry,L_00124,POSTED_AS,600000
payment,EV11_P2,ledger_entry,L_00125,POSTED_AS,587610
payment,EV11_P2,ledger_entry,L_00126,POSTED_AS,10500
payment,EV11_P2,ledger_entry,L_00127,POSTED_AS,1890
payment,EV11_P2,ledger_entry,L_00128,POSTED_AS,600000
payment,EV11_P2,settlement_item,SI_0023,SETTLED_AS,600000
payment,EV11_P2,transfer,TRF_0016,TRANSFERRED_BY,469200
payment,EV12_P1,ledger_entry,L_00129,POSTED_AS,700000
payment,EV12_P1,ledger_entry,L_00130,POSTED_AS,700000
payment,EV12_P1,ledger_entry,L_00131,POSTED_AS,683480
payment,EV12_P1,ledger_entry,L_00132,POSTED_AS,14000
payment,EV12_P1,ledger_entry,L_00133,POSTED_AS,2520
payment,EV12_P1,ledger_entry,L_00134,POSTED_AS,700000
payment,EV12_P1,settlement_item,SI_0024,SETTLED_AS,700000
payment,EV13_P1,ledger_entry,L_00135,POSTED_AS,550000
payment,EV13_P1,ledger_entry,L_00136,POSTED_AS,550000
payment,EV13_P1,ledger_entry,L_00137,POSTED_AS,538642
payment,EV13_P1,ledger_entry,L_00138,POSTED_AS,9625
payment,EV13_P1,ledger_entry,L_00139,POSTED_AS,1733
payment,EV13_P1,ledger_entry,L_00140,POSTED_AS,550000
payment,EV13_P1,settlement_item,SI_0025,SETTLED_AS,550000
payment,EV14_P1,seller_allocation,ALLOC_0017,ALLOCATED_TO,605000
payment,EV14_P1,ledger_entry,L_00141,POSTED_AS,1100000
payment,EV14_P1,ledger_entry,L_00142,POSTED_AS,1100000
payment,EV14_P1,ledger_entry,L_00143,POSTED_AS,1074040
payment,EV14_P1,ledger_entry,L_00144,POSTED_AS,22000
payment,EV14_P1,ledger_entry,L_00145,POSTED_AS,3960
payment,EV14_P1,ledger_entry,L_00146,POSTED_AS,1100000
payment,EV14_P1,settlement_item,SI_0026,SETTLED_AS,1100000
payment,EV14_P1,transfer,TRF_0017,TRANSFERRED_BY,532400
payment,EV15_P1,seller_allocation,ALLOC_0018,ALLOCATED_TO,700000
payment,EV15_P1,ledger_entry,L_00147,POSTED_AS,1000000
payment,EV15_P1,ledger_entry,L_00148,POSTED_AS,1000000
payment,EV15_P1,ledger_entry,L_00149,POSTED_AS,976400
payment,EV15_P1,ledger_entry,L_00150,POSTED_AS,20000
payment,EV15_P1,ledger_entry,L_00151,POSTED_AS,3600
payment,EV15_P1,ledger_entry,L_00152,POSTED_AS,1000000
payment,EV15_P1,ledger_entry,L_00153,POSTED_AS,976400
payment,EV15_P1,ledger_entry,L_00154,POSTED_AS,20000
payment,EV15_P1,ledger_entry,L_00155,POSTED_AS,3600
payment,EV15_P1,ledger_entry,L_00156,POSTED_AS,1000000
payment,EV15_P1,settlement_item,SI_0027,SETTLED_AS,1000000
payment,EV15_P1,transfer,TRF_0018,TRANSFERRED_BY,595000
payment,EV16_P1,ledger_entry,L_00157,POSTED_AS,850000
payment,EV16_P1,ledger_entry,L_00158,POSTED_AS,850000
payment,EV16_P1,settlement_item,SI_0028,SETTLED_AS,850000
payment,EV17_P1,seller_allocation,ALLOC_0019,ALLOCATED_TO,750000
payment,EV17_P1,ledger_entry,L_00159,POSTED_AS,1250000
payment,EV17_P1,ledger_entry,L_00160,POSTED_AS,1250000
payment,EV17_P1,ledger_entry,L_00161,POSTED_AS,1220500
payment,EV17_P1,ledger_entry,L_00162,POSTED_AS,25000
payment,EV17_P1,ledger_entry,L_00163,POSTED_AS,4500
payment,EV17_P1,ledger_entry,L_00164,POSTED_AS,1250000
payment,EV17_P1,settlement_item,SI_0029,SETTLED_AS,1250000
payment,EV17_P1,transfer,TRF_0019,TRANSFERRED_BY,660000
payment,EV18_P1,seller_allocation,ALLOC_D4A,ALLOCATED_TO,800000
payment,EV18_P1,seller_allocation,ALLOC_D4B,ALLOCATED_TO,400000
payment,EV18_P1,transfer,EV18_T1,TRANSFERRED_BY,674000
payment,EV18_P1,transfer,EV18_T2,TRANSFERRED_BY,368000
payment,EV18_P1,transfer,EV18_T3,TRANSFERRED_BY,30000
payment,EV18_P1,ledger_entry,L_00165,POSTED_AS,1200000
payment,EV18_P1,ledger_entry,L_00166,POSTED_AS,1200000
payment,EV18_P1,ledger_entry,L_00167,POSTED_AS,1171680
payment,EV18_P1,ledger_entry,L_00168,POSTED_AS,24000
payment,EV18_P1,ledger_entry,L_00169,POSTED_AS,4320
payment,EV18_P1,ledger_entry,L_00170,POSTED_AS,1200000
payment,EV18_P1,settlement_item,SI_0030,SETTLED_AS,1200000
payment,EV19_P1,seller_allocation,ALLOC_D4C,ALLOCATED_TO,900000
payment,EV19_P1,ledger_entry,L_00171,POSTED_AS,950000
payment,EV19_P1,ledger_entry,L_00172,POSTED_AS,950000
payment,EV19_P1,ledger_entry,L_00173,POSTED_AS,927580
payment,EV19_P1,ledger_entry,L_00174,POSTED_AS,19000
payment,EV19_P1,ledger_entry,L_00175,POSTED_AS,3420
payment,EV19_P1,ledger_entry,L_00176,POSTED_AS,950000
payment,EV19_P1,settlement_item,SI_0031,SETTLED_AS,950000
payment,EV20_P1,seller_allocation,ALLOC_0020,ALLOCATED_TO,315000
payment,EV20_P1,ledger_entry,L_00177,POSTED_AS,450000
payment,EV20_P1,ledger_entry,L_00178,POSTED_AS,450000
payment,EV20_P1,ledger_entry,L_00179,POSTED_AS,439380
payment,EV20_P1,ledger_entry,L_00180,POSTED_AS,9000
payment,EV20_P1,ledger_entry,L_00181,POSTED_AS,1620
payment,EV20_P1,ledger_entry,L_00182,POSTED_AS,450000
payment,EV20_P1,settlement_item,SI_0032,SETTLED_AS,450000
payment,EV20_P1,transfer,TRF_0020,TRANSFERRED_BY,289800
payment,EV20_P2,seller_allocation,ALLOC_0021,ALLOCATED_TO,315000
payment,EV20_P2,ledger_entry,L_00183,POSTED_AS,450000
payment,EV20_P2,ledger_entry,L_00184,POSTED_AS,450000
payment,EV20_P2,ledger_entry,L_00185,POSTED_AS,439380
payment,EV20_P2,ledger_entry,L_00186,POSTED_AS,9000
payment,EV20_P2,ledger_entry,L_00187,POSTED_AS,1620
payment,EV20_P2,ledger_entry,L_00188,POSTED_AS,450000
payment,EV20_P2,settlement_item,SI_0033,SETTLED_AS,450000
payment,EV20_P2,transfer,TRF_0021,TRANSFERRED_BY,289800
payment,EV21_P1,seller_allocation,ALLOC_0022,ALLOCATED_TO,450000
payment,EV21_P1,ledger_entry,L_00189,POSTED_AS,500000
payment,EV21_P1,ledger_entry,L_00190,POSTED_AS,500000
payment,EV21_P1,ledger_entry,L_00191,POSTED_AS,488200
payment,EV21_P1,ledger_entry,L_00192,POSTED_AS,10000
payment,EV21_P1,ledger_entry,L_00193,POSTED_AS,1800
payment,EV21_P1,ledger_entry,L_00194,POSTED_AS,500000
payment,EV21_P1,settlement_item,SI_0034,SETTLED_AS,500000
payment,EV21_P1,transfer,TRF_0022,TRANSFERRED_BY,396000
payment,EV22_P1,ledger_entry,L_00195,POSTED_AS,500000
payment,EV22_P1,ledger_entry,L_00196,POSTED_AS,500000
payment,EV22_P1,ledger_entry,L_00197,POSTED_AS,488200
payment,EV22_P1,ledger_entry,L_00198,POSTED_AS,10000
payment,EV22_P1,ledger_entry,L_00199,POSTED_AS,1800
payment,EV22_P1,ledger_entry,L_00200,POSTED_AS,500000
payment,EV22_P1,settlement_item,SI_0035,SETTLED_AS,500000
settlement,EV_01,ledger_entry,L_00003,POSTED_AS,250000
settlement,EV_01,ledger_entry,L_00004,POSTED_AS,250000
settlement,EV_01,ledger_entry,L_00007,POSTED_AS,976400
settlement,EV_01,ledger_entry,L_00008,POSTED_AS,20000
settlement,EV_01,ledger_entry,L_00009,POSTED_AS,3600
settlement,EV_01,ledger_entry,L_00010,POSTED_AS,1000000
settlement,EV_01,ledger_entry,L_00013,POSTED_AS,470088
settlement,EV_01,ledger_entry,L_00014,POSTED_AS,8400
settlement,EV_01,ledger_entry,L_00015,POSTED_AS,1512
settlement,EV_01,ledger_entry,L_00016,POSTED_AS,480000
settlement,EV_02,ledger_entry,L_00019,POSTED_AS,605368
settlement,EV_02,ledger_entry,L_00020,POSTED_AS,12400
settlement,EV_02,ledger_entry,L_00021,POSTED_AS,2232
settlement,EV_02,ledger_entry,L_00022,POSTED_AS,620000
settlement,EV_02,ledger_entry,L_00025,POSTED_AS,302684
settlement,EV_02,ledger_entry,L_00026,POSTED_AS,6200
settlement,EV_02,ledger_entry,L_00027,POSTED_AS,1116
settlement,EV_02,ledger_entry,L_00028,POSTED_AS,310000
settlement,EV_03,ledger_entry,L_00033,POSTED_AS,578760
settlement,EV_03,ledger_entry,L_00034,POSTED_AS,18000
settlement,EV_03,ledger_entry,L_00035,POSTED_AS,3240
settlement,EV_03,ledger_entry,L_00036,POSTED_AS,600000
settlement,EV_04,ledger_entry,L_00039,POSTED_AS,970500
settlement,EV_04,ledger_entry,L_00040,POSTED_AS,25000
settlement,EV_04,ledger_entry,L_00041,POSTED_AS,4500
settlement,EV_04,ledger_entry,L_00042,POSTED_AS,1000000
settlement,EV_05,ledger_entry,L_00045,POSTED_AS,117363
settlement,EV_05,ledger_entry,L_00046,POSTED_AS,2404
settlement,EV_05,ledger_entry,L_00047,POSTED_AS,433
settlement,EV_05,ledger_entry,L_00048,POSTED_AS,120200
settlement,EV_05,ledger_entry,L_00051,POSTED_AS,176240
settlement,EV_05,ledger_entry,L_00052,POSTED_AS,3610
settlement,EV_05,ledger_entry,L_00053,POSTED_AS,650
settlement,EV_05,ledger_entry,L_00054,POSTED_AS,180500
settlement,EV_05,ledger_entry,L_00057,POSTED_AS,235019
settlement,EV_05,ledger_entry,L_00058,POSTED_AS,4814
settlement,EV_05,ledger_entry,L_00059,POSTED_AS,867
settlement,EV_05,ledger_entry,L_00060,POSTED_AS,240700
settlement,EV_05,ledger_entry,L_00063,POSTED_AS,293701
settlement,EV_05,ledger_entry,L_00064,POSTED_AS,6016
settlement,EV_05,ledger_entry,L_00065,POSTED_AS,1083
settlement,EV_05,ledger_entry,L_00066,POSTED_AS,300800
settlement,EV_05,ledger_entry,L_00069,POSTED_AS,352480
settlement,EV_05,ledger_entry,L_00070,POSTED_AS,7220
settlement,EV_05,ledger_entry,L_00071,POSTED_AS,1300
settlement,EV_05,ledger_entry,L_00072,POSTED_AS,361000
settlement,EV_05,ledger_entry,L_00075,POSTED_AS,411162
settlement,EV_05,ledger_entry,L_00076,POSTED_AS,8422
settlement,EV_05,ledger_entry,L_00077,POSTED_AS,1516
settlement,EV_05,ledger_entry,L_00078,POSTED_AS,421100
settlement,EV_06,ledger_entry,L_00083,POSTED_AS,771680
settlement,EV_06,ledger_entry,L_00084,POSTED_AS,24000
settlement,EV_06,ledger_entry,L_00085,POSTED_AS,4320
settlement,EV_06,ledger_entry,L_00086,POSTED_AS,800000
settlement,EV_07,ledger_entry,L_00091,POSTED_AS,631120
settlement,EV_07,ledger_entry,L_00092,POSTED_AS,16000
settlement,EV_07,ledger_entry,L_00093,POSTED_AS,2880
settlement,EV_07,ledger_entry,L_00094,POSTED_AS,650000
settlement,EV_08,ledger_entry,L_00097,POSTED_AS,683480
settlement,EV_08,ledger_entry,L_00098,POSTED_AS,14000
settlement,EV_08,ledger_entry,L_00099,POSTED_AS,2520
settlement,EV_08,ledger_entry,L_00100,POSTED_AS,700000
settlement,EV_08,ledger_entry,L_00103,POSTED_AS,250000
settlement,EV_08,ledger_entry,L_00104,POSTED_AS,250000
settlement,EV_09,ledger_entry,L_00107,POSTED_AS,927580
settlement,EV_09,ledger_entry,L_00108,POSTED_AS,19000
settlement,EV_09,ledger_entry,L_00109,POSTED_AS,3420
settlement,EV_09,ledger_entry,L_00110,POSTED_AS,950000
settlement,EV_10,ledger_entry,L_00113,POSTED_AS,1366960
settlement,EV_10,ledger_entry,L_00114,POSTED_AS,28000
settlement,EV_10,ledger_entry,L_00115,POSTED_AS,5040
settlement,EV_10,ledger_entry,L_00116,POSTED_AS,1400000
settlement,EV_11,ledger_entry,L_00119,POSTED_AS,878760
settlement,EV_11,ledger_entry,L_00120,POSTED_AS,18000
settlement,EV_11,ledger_entry,L_00121,POSTED_AS,3240
settlement,EV_11,ledger_entry,L_00122,POSTED_AS,900000
settlement,EV_11,ledger_entry,L_00125,POSTED_AS,587610
settlement,EV_11,ledger_entry,L_00126,POSTED_AS,10500
settlement,EV_11,ledger_entry,L_00127,POSTED_AS,1890
settlement,EV_11,ledger_entry,L_00128,POSTED_AS,600000
settlement,EV_12,ledger_entry,L_00131,POSTED_AS,683480
settlement,EV_12,ledger_entry,L_00132,POSTED_AS,14000
settlement,EV_12,ledger_entry,L_00133,POSTED_AS,2520
settlement,EV_12,ledger_entry,L_00134,POSTED_AS,700000
settlement,EV_13,ledger_entry,L_00137,POSTED_AS,538642
settlement,EV_13,ledger_entry,L_00138,POSTED_AS,9625
settlement,EV_13,ledger_entry,L_00139,POSTED_AS,1733
settlement,EV_13,ledger_entry,L_00140,POSTED_AS,550000
settlement,EV_14,ledger_entry,L_00143,POSTED_AS,1074040
settlement,EV_14,ledger_entry,L_00144,POSTED_AS,22000
